Id,Kingdom,Phylum,Class,Order,Family,Genus,Species,Subspecies,Scientific Name,Author,Rank,Listing,Party,Listed under,Full note,# Full note,All_DistributionFullNames,All_DistributionISOCodes,NativeDistributionFullNames,Introduced_Distribution,Introduced(?)_Distribution,Reintroduced_Distribution,Extinct_Distribution,Extinct(?)_Distribution,Distribution_Uncertain
8473,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Malayemys,macrocephala,,Malayemys macrocephala,"(Gray, 1859)",SPECIES,II,,Malayemys macrocephala,**II** Formerly included in Malayemys subtrijuga.,,"Cambodia,Malaysia,Myanmar,Thailand","KH,MY,MM,TH","Cambodia,Malaysia,Myanmar,Thailand",,,,,,
8709,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Malayemys,subtrijuga,,Malayemys subtrijuga,"(Schlegel & S. Müller, 1844)",SPECIES,II,,Malayemys subtrijuga,,,"Cambodia,Indonesia,Lao People's Democratic Republic,Thailand,Viet Nam","KH,ID,LA,TH,VN","Cambodia,Lao People's Democratic Republic,Thailand,Viet Nam",,Indonesia,,,,
3838,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Mauremys,annamensis,,Mauremys annamensis,"(Siebenrock, 1903)",SPECIES,I,,Mauremys annamensis,,,Viet Nam,VN,Viet Nam,,,,,,
4004,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Mauremys,iversoni,,Mauremys iversoni,"Pritchard & McCord, 1991",SPECIES,III,CN,Mauremys iversoni,,,China,CN,China,,,,,,
3514,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Mauremys,japonica,,Mauremys japonica,"(Temminck & Schlegel, 1835)",SPECIES,II,,Mauremys japonica,,,Japan,JP,Japan,,,,,,
8477,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Mauremys,mutica,,Mauremys mutica,"(Cantor, 1842)",SPECIES,II,,Mauremys mutica,,,"China,Japan,Taiwan, Province of China,Viet Nam","CN,JP,TW,VN","China,Taiwan, Province of China,Viet Nam",Japan,,,,,
10537,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Mauremys,nigricans,,Mauremys nigricans,"(Gray, 1834)",SPECIES,II,,Mauremys nigricans,,,"China,Viet Nam","CN,VN",China,,,,Viet Nam,,
4114,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Mauremys,pritchardi,,Mauremys pritchardi,"McCord, 1997",SPECIES,III,CN,Mauremys pritchardi,,,"China,Myanmar","CN,MM",China,,,,,,Myanmar
8423,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Mauremys,reevesii,,Mauremys reevesii,"(Gray, 1831)",SPECIES,III,CN,Mauremys reevesii,,,"Canada,China,Democratic People's Republic of Korea,Hong Kong, SAR,Indonesia,Japan,Palau,Republic of Korea,Taiwan, Province of China,Timor-Leste,United States of America","CA,CN,KP,HK,ID,JP,PW,KR,TW,TL,US","China,Democratic People's Republic of Korea,Republic of Korea","Canada,Hong Kong, SAR,Indonesia,Japan,Taiwan, Province of China,Timor-Leste,United States of America",,,,,Palau
8113,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Mauremys,sinensis,,Mauremys sinensis,"(Gray, 1834)",SPECIES,III,CN,Mauremys sinensis,,,"China,Lao People's Democratic Republic,Republic of Korea,Taiwan, Province of China,Viet Nam","CN,LA,KR,TW,VN","China,Lao People's Democratic Republic,Taiwan, Province of China,Viet Nam",Republic of Korea,,,,,
8918,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Melanochelys,tricarinata,,Melanochelys tricarinata,"(Blyth, 1856)",SPECIES,I,,Melanochelys tricarinata,,,"Bangladesh,Bhutan,India,Nepal","BD,BT,IN,NP","Bangladesh,Bhutan,India,Nepal",,,,,,
10982,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Melanochelys,trijuga,,Melanochelys trijuga,"(Schweigger, 1812)",SPECIES,II,,Melanochelys trijuga,,,"Bangladesh,British Indian Ocean Territory (United Kingdom),China,India,Maldives,Myanmar,Nepal,Pakistan,Sri Lanka,Thailand","BD,IO,CN,IN,MV,MM,NP,PK,LK,TH","Bangladesh,India,Myanmar,Nepal,Sri Lanka","British Indian Ocean Territory (United Kingdom),Maldives,Pakistan",,,,,"China,Thailand"
8223,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Morenia,ocellata,,Morenia ocellata,"(Duméril & Bibron, 1835)",SPECIES,I,,Morenia ocellata,,,"China,Myanmar","CN,MM",Myanmar,,,,,,China
6253,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Morenia,petersi,,Morenia petersi,"(Anderson, 1879)",SPECIES,II,,Morenia petersi,,,"Bangladesh,India,Nepal","BD,IN,NP","Bangladesh,India,Nepal",,,,,,
5381,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Notochelys,platynota,,Notochelys platynota,"(Gray, 1834)",SPECIES,II,,Notochelys platynota,,,"Brunei Darussalam,Indonesia,Malaysia,Myanmar,Singapore,Thailand,Viet Nam","BN,ID,MY,MM,SG,TH,VN","Brunei Darussalam,Indonesia,Malaysia,Singapore,Thailand,Viet Nam",,,,,,Myanmar
9043,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Ocadia,glyphistoma,,Ocadia glyphistoma,"McCord & Iverson, 1994",SPECIES,III,CN,Ocadia glyphistoma,,,"China,Viet Nam","CN,VN",Viet Nam,,,,,,China
10050,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Ocadia,philippeni,,Ocadia philippeni,"McCord & Iverson, 1992",SPECIES,III,CN,Ocadia philippeni,,,China,CN,China,,,,,,
3413,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Orlitia,borneensis,,Orlitia borneensis,"Gray, 1873",SPECIES,II,,Orlitia borneensis,**II** Zero quota for wild specimens for commercial purposes.,,"Brunei Darussalam,Indonesia,Malaysia","BN,ID,MY","Indonesia,Malaysia",,,,,,Brunei Darussalam
4816,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Pangshura,smithii,,Pangshura smithii,"(Gray, 1863)",SPECIES,II,,Pangshura spp.,**II** [GENUS listing Pangshura spp.] Formerly included in Kachuga spp.,,"Bangladesh,India,Nepal,Pakistan","BD,IN,NP,PK","Bangladesh,India,Nepal,Pakistan",,,,,,
3601,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Pangshura,sylhetensis,,Pangshura sylhetensis,"Jerdon, 1870",SPECIES,II,,Pangshura spp.,**II** [GENUS listing Pangshura spp.] Formerly included in Kachuga spp.,,"Bangladesh,India","BD,IN","Bangladesh,India",,,,,,
8019,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Pangshura,tecta,,Pangshura tecta,"(Gray, 1831)",SPECIES,I,,Pangshura tecta,**I** Formerly listed under synonym Kachuga tecta tecta,,"Bangladesh,India,Nepal,Pakistan","BD,IN,NP,PK","Bangladesh,India,Nepal,Pakistan",,,,,,
4818,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Pangshura,tentoria,,Pangshura tentoria,"(Gray, 1834)",SPECIES,II,,Pangshura spp.,**II** [GENUS listing Pangshura spp.] Formerly included in Kachuga spp.,,"Bangladesh,India,Nepal","BD,IN,NP","Bangladesh,India,Nepal",,,,,,
100286,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Rhinoclemmys,annulata,,Rhinoclemmys annulata,"(Gray, 1860)",SPECIES,II,,Rhinoclemmys spp.,,,"Colombia,Costa Rica,Ecuador,Honduras,Nicaragua,Panama","CO,CR,EC,HN,NI,PA","Colombia,Costa Rica,Ecuador,Honduras,Nicaragua,Panama",,,,,,
100287,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Rhinoclemmys,areolata,,Rhinoclemmys areolata,"(Duméril & Bibron, 1851)",SPECIES,II,,Rhinoclemmys spp.,,,"Belize,Guatemala,Honduras,Mexico","BZ,GT,HN,MX","Belize,Guatemala,Honduras,Mexico",,,,,,
100288,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Rhinoclemmys,diademata,,Rhinoclemmys diademata,"(Mertens, 1954)",SPECIES,II,,Rhinoclemmys spp.,,,"Colombia,Venezuela (Bolivarian Republic of)","CO,VE","Colombia,Venezuela (Bolivarian Republic of)",,,,,,
100289,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Rhinoclemmys,funerea,,Rhinoclemmys funerea,"(Cope, 1876)",SPECIES,II,,Rhinoclemmys spp.,,,"Costa Rica,Honduras,Nicaragua,Panama","CR,HN,NI,PA","Costa Rica,Honduras,Nicaragua,Panama",,,,,,
100290,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Rhinoclemmys,melanosterna,,Rhinoclemmys melanosterna,"(Gray, 1861)",SPECIES,II,,Rhinoclemmys spp.,,,"Colombia,Ecuador,Panama","CO,EC,PA","Colombia,Ecuador,Panama",,,,,,
100291,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Rhinoclemmys,nasuta,,Rhinoclemmys nasuta,"(Boulenger, 1902)",SPECIES,II,,Rhinoclemmys spp.,,,Colombia,CO,Colombia,,,,,,
100292,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Rhinoclemmys,pulcherrima,,Rhinoclemmys pulcherrima,"(Gray, 1855)",SPECIES,II,,Rhinoclemmys spp.,,,"Costa Rica,Ecuador,Guatemala,Honduras,Mexico,Nicaragua","CR,EC,GT,HN,MX,NI","Costa Rica,Ecuador,Guatemala,Honduras,Mexico,Nicaragua",,,,,,
100293,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Rhinoclemmys,punctularia,,Rhinoclemmys punctularia,"(Daudin, 1801)",SPECIES,II,,Rhinoclemmys spp.,,,"Brazil,Colombia,French Guiana [FR],Guyana,Suriname,Trinidad and Tobago,Venezuela (Bolivarian Republic of)","BR,CO,GF,GY,SR,TT,VE","Brazil,Colombia,French Guiana [FR],Guyana,Suriname,Trinidad and Tobago,Venezuela (Bolivarian Republic of)",,,,,,
100294,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Rhinoclemmys,rubida,,Rhinoclemmys rubida,"(Cope, 1870)",SPECIES,II,,Rhinoclemmys spp.,,,Mexico,MX,Mexico,,,,,,
4130,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Sacalia,bealei,,Sacalia bealei,"(Gray, 1831)",SPECIES,II,,Sacalia bealei,,,"China,Hong Kong, SAR","CN,HK",China,,"Hong Kong, SAR",,,,
4331,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Sacalia,pseudocellata,,Sacalia pseudocellata,"Iverson & McCord, 1992",SPECIES,III,CN,Sacalia pseudocellata,,,China,CN,China,,,,,,
11259,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Sacalia,quadriocellata,,Sacalia quadriocellata,"(Siebenrock, 1903)",SPECIES,II,,Sacalia quadriocellata,,,"China,Lao People's Democratic Republic,Viet Nam","CN,LA,VN","China,Lao People's Democratic Republic,Viet Nam",,,,,,
9766,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Siebenrockiella,crassicollis,,Siebenrockiella crassicollis,"(Gray, 1831)",SPECIES,II,,Siebenrockiella crassicollis,,,"Brunei Darussalam,Cambodia,Indonesia,Lao People's Democratic Republic,Malaysia,Myanmar,Singapore,Thailand,Viet Nam","BN,KH,ID,LA,MY,MM,SG,TH,VN","Cambodia,Indonesia,Malaysia,Myanmar,Singapore,Thailand,Viet Nam",,,,,,"Brunei Darussalam,Lao People's Democratic Republic"
3666,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Siebenrockiella,leytensis,,Siebenrockiella leytensis,"(Taylor, 1920)",SPECIES,II,,Siebenrockiella leytensis,,,Philippines,PH,Philippines,,,,,,
9467,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Vijayachelys,silvatica,,Vijayachelys silvatica,"(Henderson, 1912)",SPECIES,II,,Vijayachelys silvatica,,,India,IN,India,,,,,,
100260,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Claudius,angustatus,,Claudius angustatus,"Cope, 1865",SPECIES,II,,Claudius angustatus,,,"Belize,Guatemala,Mexico","BZ,GT,MX","Belize,Guatemala,Mexico",,,,,,
102980,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Kinosternon,abaxillare,,Kinosternon abaxillare,"Baur, 1925",SPECIES,II,,Kinosternon spp.,**II** [GENUS listing Kinosternon spp.] Except the species included in Appendix I.,,"Guatemala,Mexico","GT,MX","Guatemala,Mexico",,,,,,
100455,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Kinosternon,acutum,,Kinosternon acutum,"Gray, 1831",SPECIES,II,,Kinosternon spp.,**II** [GENUS listing Kinosternon spp.] Except the species included in Appendix I.,,"Belize,Mexico","BZ,MX","Belize,Mexico",,,,,,
100456,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Kinosternon,alamosae,,Kinosternon alamosae,"Berry & Legler, 1980",SPECIES,II,,Kinosternon spp.,**II** [GENUS listing Kinosternon spp.] Except the species included in Appendix I.,,Mexico,MX,Mexico,,,,,,
100457,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Kinosternon,angustipons,,Kinosternon angustipons,"Legler, 1965",SPECIES,II,,Kinosternon spp.,**II** [GENUS listing Kinosternon spp.] Except the species included in Appendix I.,,"Costa Rica,Nicaragua,Panama","CR,NI,PA","Costa Rica,Nicaragua,Panama",,,,,,
100458,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Kinosternon,baurii,,Kinosternon baurii,"(Garman, 1891)",SPECIES,II,,Kinosternon spp.,**II** [GENUS listing Kinosternon spp.] Except the species included in Appendix I.,,United States of America,US,United States of America,,,,,,
100459,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Kinosternon,chimalhuaca,,Kinosternon chimalhuaca,"Berry, Seidel & Iverson, 1996",SPECIES,II,,Kinosternon spp.,**II** [GENUS listing Kinosternon spp.] Except the species included in Appendix I.,,Mexico,MX,Mexico,,,,,,
100473,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Kinosternon,cora,,Kinosternon cora,"Loc-Barragán, Reyes-Velasco, Woolrich-Piña, Grünwald, Anaya, Rangel-Mendoza & López-Luna, 2020",SPECIES,I,,Kinosternon cora,,,,,,,,,,,
100460,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Kinosternon,creaseri,,Kinosternon creaseri,"Hartweg, 1934",SPECIES,II,,Kinosternon spp.,**II** [GENUS listing Kinosternon spp.] Except the species included in Appendix I.,,Mexico,MX,Mexico,,,,,,
100461,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Kinosternon,dunni,,Kinosternon dunni,"Schmidt, 1947",SPECIES,II,,Kinosternon spp.,**II** [GENUS listing Kinosternon spp.] Except the species included in Appendix I.,,Colombia,CO,Colombia,,,,,,
100462,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Kinosternon,durangoense,,Kinosternon durangoense,"Iverson, 1979",SPECIES,II,,Kinosternon spp.,**II** [GENUS listing Kinosternon spp.] Except the species included in Appendix I.,,Mexico,MX,Mexico,,,,,,
100463,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Kinosternon,flavescens,,Kinosternon flavescens,"(Agassiz, 1857)",SPECIES,II,,Kinosternon spp.,**II** [GENUS listing Kinosternon spp.] Except the species included in Appendix I.,,"Mexico,United States of America","MX,US","Mexico,United States of America",,,,,,
100464,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Kinosternon,herrerai,,Kinosternon herrerai,"Stejneger, 1925",SPECIES,II,,Kinosternon spp.,**II** [GENUS listing Kinosternon spp.] Except the species included in Appendix I.,,Mexico,MX,Mexico,,,,,,
100465,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Kinosternon,hirtipes,,Kinosternon hirtipes,"(Wagler, 1833)",SPECIES,II,,Kinosternon spp.,**II** [GENUS listing Kinosternon spp.] Except the species included in Appendix I.,,"Mexico,United States of America","MX,US","Mexico,United States of America",,,,,,
100466,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Kinosternon,integrum,,Kinosternon integrum,"(LeConte, 1854)",SPECIES,II,,Kinosternon spp.,**II** [GENUS listing Kinosternon spp.] Except the species included in Appendix I.,,Mexico,MX,Mexico,,,,,,
100467,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Kinosternon,leucostomum,,Kinosternon leucostomum,"(Duméril & Bibron, 1851)",SPECIES,II,,Kinosternon spp.,**II** [GENUS listing Kinosternon spp.] Except the species included in Appendix I.,,"Belize,Colombia,Costa Rica,Ecuador,Guatemala,Honduras,Mexico,Nicaragua,Panama,Peru","BZ,CO,CR,EC,GT,HN,MX,NI,PA,PE","Belize,Colombia,Costa Rica,Ecuador,Guatemala,Honduras,Mexico,Nicaragua,Panama,Peru",,,,,,
100468,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Kinosternon,oaxacae,,Kinosternon oaxacae,"Berry & Iverson, 1980",SPECIES,II,,Kinosternon spp.,**II** [GENUS listing Kinosternon spp.] Except the species included in Appendix I.,,Mexico,MX,Mexico,,,,,,
100469,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Kinosternon,scorpioides,,Kinosternon scorpioides,"(Linnaeus, 1766)",SPECIES,II,,Kinosternon spp.,**II** [GENUS listing Kinosternon spp.] Except the species included in Appendix I.,,"Argentina,Belize,Bolivia (Plurinational State of),Brazil,Colombia,Costa Rica,El Salvador,Guatemala,Honduras,Mexico,Nicaragua,Panama,Peru","AR,BZ,BO,BR,CO,CR,SV,GT,HN,MX,NI,PA,PE","Argentina,Belize,Bolivia (Plurinational State of),Brazil,Colombia,Costa Rica,El Salvador,Guatemala,Honduras,Mexico,Nicaragua,Panama,Peru",,,,,,
100470,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Kinosternon,sonoriense,,Kinosternon sonoriense,"(LeConte, 1854)",SPECIES,II,,Kinosternon spp.,**II** [GENUS listing Kinosternon spp.] Except the species included in Appendix I.,,"Mexico,United States of America","MX,US","Mexico,United States of America",,,,,,
102981,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Kinosternon,steindachneri,,Kinosternon steindachneri,"Siebenrock, 1906",SPECIES,II,,Kinosternon spp.,**II** [GENUS listing Kinosternon spp.] Except the species included in Appendix I.,,United States of America,US,United States of America,,,,,,
102982,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Kinosternon,stejnegeri,,Kinosternon stejnegeri,"Hartweg, 1938",SPECIES,II,,Kinosternon spp.,**II** [GENUS listing Kinosternon spp.] Except the species included in Appendix I.,,"Mexico,United States of America","MX,US","Mexico,United States of America",,,,,,
100471,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Kinosternon,subrubrum,,Kinosternon subrubrum,"(Lacépède, 1788)",SPECIES,II,,Kinosternon spp.,**II** [GENUS listing Kinosternon spp.] Except the species included in Appendix I.,,United States of America,US,United States of America,,,,,,
100472,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Kinosternon,vogti,,Kinosternon vogti,"López-Luna, Cupul-Magaña, Escobedo-Galván, González-Hernández, Centenero-Alcalá, Rangel-Mendoza, Ramírez-Ramírez & Cazares-Hernández, 2018",SPECIES,I,,Kinosternon vogti,,,,,,,,,,,
100263,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Staurotypus,salvinii,,Staurotypus salvinii,"Gray, 1864",SPECIES,II,,Staurotypus salvinii,,,"El Salvador,Guatemala,Mexico","SV,GT,MX","El Salvador,Guatemala,Mexico",,,,,,
100264,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Staurotypus,triporcatus,,Staurotypus triporcatus,"(Wiegmann, 1828)",SPECIES,II,,Staurotypus triporcatus,,,"Belize,Guatemala,Honduras,Mexico","BZ,GT,HN,MX","Belize,Guatemala,Honduras,Mexico",,,,,,
100644,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Sternotherus,carinatus,,Sternotherus carinatus,"(Gray, 1856)",SPECIES,II,,Sternotherus spp.,,,United States of America,US,United States of America,,,,,,
100645,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Sternotherus,depressus,,Sternotherus depressus,"Tinkle & Webb, 1955",SPECIES,II,,Sternotherus spp.,,,United States of America,US,United States of America,,,,,,
100646,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Sternotherus,minor,,Sternotherus minor,"(Agassiz, 1857)",SPECIES,II,,Sternotherus spp.,,,United States of America,US,United States of America,,,,,,
100647,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Sternotherus,odoratus,,Sternotherus odoratus,"(Latreille, 1801)",SPECIES,II,,Sternotherus spp.,,,United States of America,US,United States of America,,,,,,
8391,Animalia,Chordata,Reptilia,Testudines,Platysternidae,Platysternon,megacephalum,,Platysternon megacephalum,"Gray, 1831",SPECIES,I,,Platysternidae spp.,,,"Cambodia,China,Hong Kong, SAR,Lao People's Democratic Republic,Myanmar,Thailand,Viet Nam","KH,CN,HK,LA,MM,TH,VN","Cambodia,China,Hong Kong, SAR,Lao People's Democratic Republic,Myanmar,Thailand,Viet Nam",,,,,,
6722,Animalia,Chordata,Reptilia,Testudines,Podocnemididae,Erymnochelys,madagascariensis,,Erymnochelys madagascariensis,"(Grandidier, 1867)",SPECIES,II,,Erymnochelys madagascariensis,,,Madagascar,MG,Madagascar,,,,,,
6028,Animalia,Chordata,Reptilia,Testudines,Podocnemididae,Peltocephalus,dumerilianus,,Peltocephalus dumerilianus,"(Schweigger, 1812)",SPECIES,II,,Peltocephalus dumerilianus,,,"Brazil,Colombia,Ecuador,French Guiana [FR],Guyana,Peru,Venezuela (Bolivarian Republic of)","BR,CO,EC,GF,GY,PE,VE","Brazil,Colombia,Ecuador,French Guiana [FR],Peru,Venezuela (Bolivarian Republic of)",,,,,,Guyana
10803,Animalia,Chordata,Reptilia,Testudines,Podocnemididae,Podocnemis,erythrocephala,,Podocnemis erythrocephala,"(Spix, 1824)",SPECIES,II,,Podocnemis spp.,,,"Brazil,Colombia,Venezuela (Bolivarian Republic of)","BR,CO,VE","Brazil,Colombia,Venezuela (Bolivarian Republic of)",,,,,,
9223,Animalia,Chordata,Reptilia,Testudines,Podocnemididae,Podocnemis,expansa,,Podocnemis expansa,"(Schweigger, 1812)",SPECIES,II,,Podocnemis spp.,,,"Bolivia (Plurinational State of),Brazil,Colombia,Ecuador,French Guiana [FR],Guyana,Peru,Trinidad and Tobago,Venezuela (Bolivarian Republic of)","BO,BR,CO,EC,GF,GY,PE,TT,VE","Bolivia (Plurinational State of),Brazil,Colombia,Ecuador,Guyana,Peru,Venezuela (Bolivarian Republic of)",,,,,,"French Guiana [FR],Trinidad and Tobago"
10814,Animalia,Chordata,Reptilia,Testudines,Podocnemididae,Podocnemis,lewyana,,Podocnemis lewyana,"A. Duméril, 1852",SPECIES,II,,Podocnemis spp.,,,"Colombia,Venezuela (Bolivarian Republic of)","CO,VE","Colombia,Venezuela (Bolivarian Republic of)",,,,,,
4446,Animalia,Chordata,Reptilia,Testudines,Podocnemididae,Podocnemis,sextuberculata,,Podocnemis sextuberculata,"Cornalia, 1849",SPECIES,II,,Podocnemis spp.,,,"Brazil,Colombia,Peru","BR,CO,PE","Brazil,Colombia,Peru",,,,,,
3924,Animalia,Chordata,Reptilia,Testudines,Podocnemididae,Podocnemis,unifilis,,Podocnemis unifilis,"Troschel, 1848",SPECIES,II,,Podocnemis spp.,,,"Bolivia (Plurinational State of),Brazil,Colombia,Ecuador,French Guiana [FR],Guyana,Peru,Suriname,Venezuela (Bolivarian Republic of)","BO,BR,CO,EC,GF,GY,PE,SR,VE","Bolivia (Plurinational State of),Brazil,Colombia,Ecuador,French Guiana [FR],Guyana,Peru,Suriname,Venezuela (Bolivarian Republic of)",,,,,,
7856,Animalia,Chordata,Reptilia,Testudines,Podocnemididae,Podocnemis,vogli,,Podocnemis vogli,"Müller, 1935",SPECIES,II,,Podocnemis spp.,,,"Colombia,Venezuela (Bolivarian Republic of)","CO,VE","Colombia,Venezuela (Bolivarian Republic of)",,,,,,
7291,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Aldabrachelys,gigantea,,Aldabrachelys gigantea,"(Schweigger, 1812)",SPECIES,II,,Testudinidae spp.,"**II** [FAMILY listing Testudinidae spp.] Included in Appendix II, except for the species included in Appendix I. A zero annual export quota has been established for Centrochelys sulcata for specimens removed from the wild and traded for primarily commercial purposes.",,"Madagascar,Mauritius,Réunion,Seychelles,United Republic of Tanzania","MG,MU,RE,SC,TZ",Seychelles,"Madagascar,Mauritius,Réunion,United Republic of Tanzania",,,,,
6950,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Astrochelys,radiata,,Astrochelys radiata,"(Shaw, 1802)",SPECIES,I,,Astrochelys radiata,,,"Madagascar,Mauritius,Réunion","MG,MU,RE",Madagascar,"Mauritius,Réunion",,,,,
9752,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Astrochelys,yniphora,,Astrochelys yniphora,"(Vaillant, 1885)",SPECIES,I,,Astrochelys yniphora,,,Madagascar,MG,Madagascar,,,,,,
31025,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Centrochelys,sulcata,,Centrochelys sulcata,"Miller, 1779",SPECIES,II,,Testudinidae spp.,"**II** [FAMILY listing Testudinidae spp.] Included in Appendix II, except for the species included in Appendix I. A zero annual export quota has been established for Centrochelys sulcata for specimens removed from the wild and traded for primarily commercial purposes.",,"Benin,Burkina Faso,Cameroon,Central African Republic,Chad,Djibouti,Eritrea,Ethiopia,Mali,Mauritania,Niger,Nigeria,Saudi Arabia,Senegal,Somalia,Sudan,Togo,Yemen","BJ,BF,CM,CF,TD,DJ,ER,ET,ML,MR,NE,NG,SA,SN,SO,SD,TG,YE","Benin,Burkina Faso,Cameroon,Central African Republic,Chad,Eritrea,Ethiopia,Mali,Mauritania,Niger,Nigeria,Senegal,Sudan,Togo",,,,,,"Djibouti,Saudi Arabia,Somalia,Yemen"
68360,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Chelonoidis,carbonarius,,Chelonoidis carbonarius,"Spix, 1824",SPECIES,II,,Testudinidae spp.,"**II** [FAMILY listing Testudinidae spp.] Included in Appendix II, except for the species included in Appendix I. A zero annual export quota has been established for Centrochelys sulcata for specimens removed from the wild and traded for primarily commercial purposes.",,"Anguilla (United Kingdom),Antigua and Barbuda,Argentina,Barbados,Bolivia (Plurinational State of),Brazil,British Virgin Islands (United Kingdom),Colombia,Dominica,French Guiana [FR],Grenada,Guadeloupe,Guyana,Martinique,Montserrat (United Kingdom),Netherlands Antilles,Nicaragua,Panama,Paraguay,Peru,Saint Kitts and Nevis,Saint Lucia,Saint Vincent and the Grenadines,Suriname,Trinidad and Tobago,Venezuela (Bolivarian Republic of),Virgin Islands of the USA","AI,AG,AR,BB,BO,BR,VG,CO,DM,GF,GD,GP,GY,MQ,MS,AN,NI,PA,PY,PE,KN,LC,VC,SR,TT,VE,VI","Argentina,Bolivia (Plurinational State of),Brazil,Colombia,French Guiana [FR],Guyana,Panama,Paraguay,Peru,Suriname,Venezuela (Bolivarian Republic of)","Anguilla (United Kingdom),Antigua and Barbuda,Barbados,British Virgin Islands (United Kingdom),Dominica,Grenada,Guadeloupe,Martinique,Montserrat (United Kingdom),Netherlands Antilles,Nicaragua,Saint Kitts and Nevis,Saint Lucia,Saint Vincent and the Grenadines,Trinidad and Tobago,Virgin Islands of the USA",,,Barbados,,
